Longitude,Latitude,District,Stability,Rainfall,Vegetation,River_distance,Slope,Prediction,GroundTruth
107.47480501085828,-6.658868535423923,Yogyakarta,0.2685457087477458,4644.112559969573,0.5602574210712099,35.37189569415713,31.376539276717963,0,0
109.62705658207612,-6.93315200053265,Bogor,0.5889510538890572,4820.03880044313,0.303108619944369,31.61659426899121,15.57928039603685,0,0
107.60007580287784,-7.433970790189713,Yogyakarta,0.2268398529008058,4905.383065404029,0.556714376499943,14.597075393039768,28.618123529394293,0,0
107.24787660484132,-7.289890951145082,Yogyakarta,0.343285401910862,5595.235358990554,0.5097934905614132,37.020659772384846,29.336807300336787,0,0
107.96473586813022,-6.683029428938144,Cianjur,0.3076003907482945,4518.1271855467785,0.5413963518309854,24.93997658786355,7.866427980337407,0,0
109.4058231162905,-7.174683145469391,Bogor,0.2238767369880621,5454.619757884479,0.25121151417921,27.59646958386284,28.74278835776329,0,0
108.416960901722,-7.419466241572183,Semarang,0.3727702655248853,4658.793241069225,0.4919175681558257,42.90130699434004,5.2528112753005445,0,0
109.93519176198004,-6.8424776514857655,Semarang,0.4814861615286704,6104.569817056591,0.2474275003187745,41.33727678605141,17.29905712228772,0,0
109.11728663729409,-7.344221223894133,Semarang,0.6028237976874009,6469.314208534179,0.2332449015115639,42.13977735137096,17.712394476621274,0,0
109.3400234560073,-6.983105951135359,Semarang,0.2596735095078838,5365.509272439097,0.382244864292777,32.04528631409197,20.71600507133121,0,0
109.09966411982082,-7.405828314117744,Cianjur,0.547343492668506,4901.410490651809,0.3897090695929532,38.27568143285527,18.660806572892746,0,0
108.55313670738674,-7.295396985714837,Cianjur,0.3440333990387884,6005.635075965712,0.3568258796812981,12.220592882669072,16.046712722531886,0,0
107.35824664975516,-6.547464932305002,Bogor,0.6485643856183427,5674.026068781824,0.5030177182914148,23.15269350785256,25.55639084725528,0,0
110.1630820142566,-6.51430885718396,Yogyakarta,0.6008843327078695,4685.9540307681455,0.5515724149530308,27.29369110692485,24.815731859274138,0,0
106.7190733090686,-7.413767109425814,Yogyakarta,0.3547230264546936,4548.746872116168,0.3177536248702665,44.631363139941264,23.0183431643028,0,0
109.15759793915758,-7.158756371923887,Cianjur,0.6134471400869983,5468.640464839996,0.4576572847559352,15.035694362909968,5.313412820019215,1,0
108.54881408504544,-6.963422949549776,Bogor,0.5419219796345061,5442.940458485608,0.4932970037831496,16.495531629354318,15.92205682529027,0,0
108.57808264397624,-7.046221388005665,Yogyakarta,0.3944029280193606,5104.077515736014,0.4513457767386373,19.1911245179526,8.113757194760197,0,0
107.22238880426389,-7.071370173692059,Cianjur,0.5169977326181245,4791.152932220403,0.3406974142213037,31.26691743309027,16.373600630839157,0,0
106.77758121106449,-7.44511651162946,Semarang,0.5707985600294581,6319.717816068815,0.3793957237505482,34.930004278099915,12.122769391286951,0,0
107.5697837046194,-7.17675926100593,Cianjur,0.5440354570193382,4787.545505116746,0.5978300363155786,49.33688275640068,30.77574053396484,0,0
108.90658507019612,-6.83464955907725,Semarang,0.5490642706155957,5659.002026664098,0.2904572166757865,11.158963503345063,11.87814097058432,0,0
106.81581772575385,-6.549087028895688,Semarang,0.2673245146251558,5696.329053573612,0.3210996154584701,7.775257885447041,7.97594677476863,1,0
108.33118497071608,-6.575440242322925,Bogor,0.5605243009512266,4617.64270117585,0.5628235262053894,49.15592846330088,26.858152858964843,0,0
109.6156197796611,-7.233032004920839,Yogyakarta,0.3105059679394094,6114.810313589952,0.3920706637753781,28.074340730236827,10.800571128114932,0,0
107.28477957032672,-6.804601298601525,Bogor,0.6003582458571319,4697.661480215259,0.3183827130182962,37.48207635122244,7.281617784644966,0,0
108.74524812415568,-6.946989843093276,Semarang,0.5487929314221528,5071.83759417854,0.3049992894482822,25.98943334913288,10.861788815469254,0,0
109.11276366091626,-6.722586931396437,Semarang,0.4158069569473327,6489.777601804822,0.3747488574867087,8.265311654435925,6.63904138129069,0,0
107.71629789869742,-7.251908625668108,Cianjur,0.4649842976282466,5478.094878794762,0.5875082132127187,46.944194026345215,29.61011493778657,0,0
109.45519484916817,-6.76897371660977,Yogyakarta,0.3117360790969827,5344.881016651331,0.2255037608998772,44.68183753049069,5.072731988228649,1,0
107.017220590206,-7.390441313017446,Cianjur,0.2113362027133044,4813.948711937199,0.2842391786455459,20.186384304298457,18.199226529497466,0,0
108.5860504115462,-7.388509401531042,Cianjur,0.3433344739873339,5814.324921259284,0.3716147280776709,35.46580228999578,9.370941652494755,0,0
109.40895558976196,-7.41824130481106,Yogyakarta,0.2909037188033291,5854.296063016506,0.3348063054292325,38.34721156702587,25.59971652457115,0,0
110.30058233535458,-7.252178039139631,Semarang,0.6024920360692452,6353.724679270674,0.3744987732656574,5.754631142868681,13.438659520294175,1,0
107.66120610795664,-6.5865275889295525,Yogyakarta,0.6635086461930715,4877.257086007498,0.3815634397911182,6.374668609318459,26.08772390633479,0,0
109.12729928977151,-7.040667372508071,Cianjur,0.3976160539132526,6202.575021415075,0.4728235420733678,13.58463290708015,13.645997768976038,0,0
109.79391512211173,-6.851969160784307,Semarang,0.5766300655564793,6486.437186693598,0.3717446884039256,41.6143230989836,29.38890534841845,0,0
